measure_id,measure_name,location_id,location_name.x,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower,note,location_name.y,val_pop,upper_pop,lower_pop,age_standard_pop_proportion,age_standard_pop_ratio
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,15,50-54 years,842,Environmental heat and cold exposure,1,Number,2021,151440.270351404,179765.292955033,116151.709087961,I_include,Global,444922982.841121,458714304.258768,432300957.286386,4.91312,4.91
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,16,55-59 years,842,Environmental heat and cold exposure,1,Number,2021,148837.457662313,177100.579047096,113692.999599272,I_include,Global,395728004,407669300.348216,384764582.368839,4.34586,4.35
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,17,60-64 years,842,Environmental heat and cold exposure,1,Number,2021,133873.813974434,157794.47427658,104998.442058996,I_include,Global,320047853.312832,329387624.27068,311524379.587396,3.68223,3.68
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,18,65-69 years,842,Environmental heat and cold exposure,1,Number,2021,108416.889778474,132356.70072577,78791.0785741727,I_include,Global,275842158.522357,284217678.194795,268116931.088218,2.98509,2.99
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,19,70-74 years,842,Environmental heat and cold exposure,1,Number,2021,89682.3354145753,111296.874195047,61622.0307732322,I_include,Global,205839220.385999,211972020.164289,200406728.542811,2.26526,2.27
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,20,75-79 years,842,Environmental heat and cold exposure,1,Number,2021,66938.9779245792,84164.0368222508,43616.6252073907,I_include,Global,131884404.580217,135613447.4,128518633.372437,1.59758,1.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,30,80-84 years,842,Environmental heat and cold exposure,1,Number,2021,50998.0045826229,62676.4812021348,36295.0250590465,I_include,Global,87583056.918491,89948887.7796038,85481848.25,1.09729,1.1
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,31,85-89 years,842,Environmental heat and cold exposure,1,Number,2021,33690.6624195172,41010.553823845,25121.8148074624,I_include,Global,45721791.0517717,46852862.726504,44709230.7009568,0.604519,0.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,32,90-94 years,842,Environmental heat and cold exposure,1,Number,2021,17411.7263044194,20977.3068228361,13596.8080013106,I_include,Global,17889373.591415,18289317.0157285,17518670.986049,0.246663,0.25
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,235,95+ years,842,Environmental heat and cold exposure,1,Number,2021,6377.0881022936,7724.76968175686,5070.04265335663,I_include,Global,5450308.67493343,5569992.58267677,5337366.13587716,0.0785092,0.08
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,10,25-29 years,845,Acute lymphoid leukemia,1,Number,2021,195511.934366947,231509.960050529,128989.756922958,I_include,Global,588343218.626762,607422118.669863,570487097.318648,7.59144,7.59
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,11,30-34 years,845,Acute lymphoid leukemia,1,Number,2021,178123.887209055,211902.62881791,116881.653621596,I_include,Global,604480174.775885,623603836.164416,586195014.793618,7.32171,7.32
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,12,35-39 years,845,Acute lymphoid leukemia,1,Number,2021,156748.334630978,184107.498119237,100140.107516339,I_include,Global,560866105.914554,578297964.608428,544251815.345755,6.82805,6.83
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,13,40-44 years,845,Acute lymphoid leukemia,1,Number,2021,140105.29909752,179302.375063152,93326.0598170201,I_include,Global,500250795.605694,515432478.206861,485928430.82182,6.14735,6.15
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,14,45-49 years,845,Acute lymphoid leukemia,1,Number,2021,135842.06028001,168819.6879,84065.8810115018,I_include,Global,473504625.903218,487919674.240222,460213135.719539,5.51133,5.51
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,15,50-54 years,845,Acute lymphoid leukemia,1,Number,2021,135794.922706275,172487.837324805,82901.540045949,I_include,Global,444922982.841121,458714304.258768,432300957.286386,4.91312,4.91
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,16,55-59 years,845,Acute lymphoid leukemia,1,Number,2021,144190.329836647,180588.402662164,89261.4093957493,I_include,Global,395728004,407669300.348216,384764582.368839,4.34586,4.35
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,17,60-64 years,845,Acute lymphoid leukemia,1,Number,2021,117685.859103462,153548.666140106,79650.0984321257,I_include,Global,320047853.312832,329387624.27068,311524379.587396,3.68223,3.68
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,18,65-69 years,845,Acute lymphoid leukemia,1,Number,2021,109212.926290817,137548.417115967,70735.4926628204,I_include,Global,275842158.522357,284217678.194795,268116931.088218,2.98509,2.99
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,19,70-74 years,845,Acute lymphoid leukemia,1,Number,2021,84815.9157377426,110475.842804242,56840.6246140119,I_include,Global,205839220.385999,211972020.164289,200406728.542811,2.26526,2.27
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,20,75-79 years,845,Acute lymphoid leukemia,1,Number,2021,51825.970686579,65944.7097343325,35023.619948446,I_include,Global,131884404.580217,135613447.4,128518633.372437,1.59758,1.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,30,80-84 years,845,Acute lymphoid leukemia,1,Number,2021,30632.4796125615,37511.1681027509,22515.222795529,I_include,Global,87583056.918491,89948887.7796038,85481848.25,1.09729,1.1
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,31,85-89 years,845,Acute lymphoid leukemia,1,Number,2021,14957.8698820736,18546.3003889283,11035.4050041154,I_include,Global,45721791.0517717,46852862.726504,44709230.7009568,0.604519,0.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,32,90-94 years,845,Acute lymphoid leukemia,1,Number,2021,5593.8142490838,6861.82615770905,4323.81548884775,I_include,Global,17889373.591415,18289317.0157285,17518670.986049,0.246663,0.25
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,235,95+ years,845,Acute lymphoid leukemia,1,Number,2021,1362.52918702436,1604.13092631582,1001.15778946602,I_include,Global,5450308.67493343,5569992.58267677,5337366.13587716,0.0785092,0.08
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,10,25-29 years,846,Chronic lymphoid leukemia,1,Number,2021,14228.6715328628,18561.5351310268,7555.48938910009,I_include,Global,588343218.626762,607422118.669863,570487097.318648,7.59144,7.59
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,11,30-34 years,846,Chronic lymphoid leukemia,1,Number,2021,24830.7857985895,33176.4533713468,14048.3038418243,I_include,Global,604480174.775885,623603836.164416,586195014.793618,7.32171,7.32
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,12,35-39 years,846,Chronic lymphoid leukemia,1,Number,2021,28277.1855079148,36652.2105070866,16975.680546347,I_include,Global,560866105.914554,578297964.608428,544251815.345755,6.82805,6.83
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,13,40-44 years,846,Chronic lymphoid leukemia,1,Number,2021,32427.677544962,39960.342177989,19816.5458788834,I_include,Global,500250795.605694,515432478.206861,485928430.82182,6.14735,6.15
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,14,45-49 years,846,Chronic lymphoid leukemia,1,Number,2021,42530.7115846596,53298.9525445774,27197.7692237854,I_include,Global,473504625.903218,487919674.240222,460213135.719539,5.51133,5.51
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,15,50-54 years,846,Chronic lymphoid leukemia,1,Number,2021,65324.7613304028,80880.2277782605,42591.9761002413,I_include,Global,444922982.841121,458714304.258768,432300957.286386,4.91312,4.91
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,16,55-59 years,846,Chronic lymphoid leukemia,1,Number,2021,87853.3719970116,109139.664538312,62557.2186712144,I_include,Global,395728004,407669300.348216,384764582.368839,4.34586,4.35
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,17,60-64 years,846,Chronic lymphoid leukemia,1,Number,2021,108260.995524506,123595.037041607,82285.4138902686,I_include,Global,320047853.312832,329387624.27068,311524379.587396,3.68223,3.68
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,18,65-69 years,846,Chronic lymphoid leukemia,1,Number,2021,130024.544344103,149969.011883604,98309.3550353052,I_include,Global,275842158.522357,284217678.194795,268116931.088218,2.98509,2.99
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,19,70-74 years,846,Chronic lymphoid leukemia,1,Number,2021,133469.154277774,150545.244085501,106047.873152987,I_include,Global,205839220.385999,211972020.164289,200406728.542811,2.26526,2.27
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,20,75-79 years,846,Chronic lymphoid leukemia,1,Number,2021,109926.092528017,122215.851090107,92446.5864583454,I_include,Global,131884404.580217,135613447.4,128518633.372437,1.59758,1.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,30,80-84 years,846,Chronic lymphoid leukemia,1,Number,2021,94268.3326658316,104174.909500139,79402.8053746228,I_include,Global,87583056.918491,89948887.7796038,85481848.25,1.09729,1.1
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,31,85-89 years,846,Chronic lymphoid leukemia,1,Number,2021,65160.9816938558,72930.4815707482,53941.7646208261,I_include,Global,45721791.0517717,46852862.726504,44709230.7009568,0.604519,0.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,32,90-94 years,846,Chronic lymphoid leukemia,1,Number,2021,37518.7927794725,42098.4541932197,29787.8792311424,I_include,Global,17889373.591415,18289317.0157285,17518670.986049,0.246663,0.25
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,10,25-29 years,390,Dietary iron deficiency,1,Number,2021,2002530.19265049,2912687.71854524,1317979.12362842,P_include,Global,588343218.626762,607422118.669863,570487097.318648,7.59144,7.59
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,11,30-34 years,390,Dietary iron deficiency,1,Number,2021,1967322.23999314,2829677.81032598,1296987.68234801,P_include,Global,604480174.775885,623603836.164416,586195014.793618,7.32171,7.32
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,12,35-39 years,390,Dietary iron deficiency,1,Number,2021,1880616.118,2667858.88530682,1258875.10096744,P_include,Global,560866105.914554,578297964.608428,544251815.345755,6.82805,6.83
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,13,40-44 years,390,Dietary iron deficiency,1,Number,2021,1701125.49118263,2490873.04130082,1142904.43646505,P_include,Global,500250795.605694,515432478.206861,485928430.82182,6.14735,6.15
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,14,45-49 years,390,Dietary iron deficiency,1,Number,2021,1499581.95304401,2140246.02190105,999701.041595046,P_include,Global,473504625.903218,487919674.240222,460213135.719539,5.51133,5.51
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,15,50-54 years,390,Dietary iron deficiency,1,Number,2021,1261646.57772027,1804967.54565356,851845.143921132,P_include,Global,444922982.841121,458714304.258768,432300957.286386,4.91312,4.91
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,16,55-59 years,390,Dietary iron deficiency,1,Number,2021,1174087.27659535,1655464.03557595,789765.271099588,P_include,Global,395728004,407669300.348216,384764582.368839,4.34586,4.35
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,17,60-64 years,390,Dietary iron deficiency,1,Number,2021,932571.038345885,1309940.28926731,635724.940829524,P_include,Global,320047853.312832,329387624.27068,311524379.587396,3.68223,3.68
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,18,65-69 years,390,Dietary iron deficiency,1,Number,2021,805612.944641992,1142112.11827322,554013.595396994,P_include,Global,275842158.522357,284217678.194795,268116931.088218,2.98509,2.99
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,19,70-74 years,390,Dietary iron deficiency,1,Number,2021,652250.167012061,911159.138283301,445273.853931284,P_include,Global,205839220.385999,211972020.164289,200406728.542811,2.26526,2.27
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,20,75-79 years,390,Dietary iron deficiency,1,Number,2021,522070.842066144,729279.968710514,365769.778048154,P_include,Global,131884404.580217,135613447.4,128518633.372437,1.59758,1.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,30,80-84 years,390,Dietary iron deficiency,1,Number,2021,331904.666611105,445775.024288477,230166.059860163,P_include,Global,87583056.918491,89948887.7796038,85481848.25,1.09729,1.1
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,31,85-89 years,390,Dietary iron deficiency,1,Number,2021,179680.977935671,244003.669387319,129692.357676581,P_include,Global,45721791.0517717,46852862.726504,44709230.7009568,0.604519,0.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,32,90-94 years,390,Dietary iron deficiency,1,Number,2021,81479.4541404906,118299.498866764,54680.9904338303,P_include,Global,17889373.591415,18289317.0157285,17518670.986049,0.246663,0.25
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,235,95+ years,390,Dietary iron deficiency,1,Number,2021,39803.665225059,57353.2364673717,26615.5477349339,P_include,Global,5450308.67493343,5569992.58267677,5337366.13587716,0.0785092,0.08
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,30,80-84 years,512,Asbestosis,1,Number,2021,9224.41169667427,10650.2371835419,7938.20214653646,I_include,Global,87583056.918491,89948887.7796038,85481848.25,1.09729,1.1
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,31,85-89 years,512,Asbestosis,1,Number,2021,5919.60608394646,6648.75221064591,5092.65785300423,I_include,Global,45721791.0517717,46852862.726504,44709230.7009568,0.604519,0.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,32,90-94 years,512,Asbestosis,1,Number,2021,2618.48366515655,3001.54422651042,2191.23867391329,I_include,Global,17889373.591415,18289317.0157285,17518670.986049,0.246663,0.25
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,235,95+ years,512,Asbestosis,1,Number,2021,636.873942466457,728.069298756952,500.250311280554,I_include,Global,5450308.67493343,5569992.58267677,5337366.13587716,0.0785092,0.08
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,10,25-29 years,513,Coal workers pneumoconiosis,1,Number,2021,376.539480425768,528.115237043437,278.998366255033,I_include,Global,588343218.626762,607422118.669863,570487097.318648,7.59144,7.59
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,11,30-34 years,513,Coal workers pneumoconiosis,1,Number,2021,686.763872669688,965.554328918699,481.033791183961,I_include,Global,604480174.775885,623603836.164416,586195014.793618,7.32171,7.32
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,12,35-39 years,513,Coal workers pneumoconiosis,1,Number,2021,1179.8710222136,1867.94864389383,879.317458355329,I_include,Global,560866105.914554,578297964.608428,544251815.345755,6.82805,6.83
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,13,40-44 years,513,Coal workers pneumoconiosis,1,Number,2021,1832.03202171633,3132.95352494867,1313.3669569007,I_include,Global,500250795.605694,515432478.206861,485928430.82182,6.14735,6.15
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,14,45-49 years,513,Coal workers pneumoconiosis,1,Number,2021,2782.02770242808,5347.48177645414,1900.49023368067,I_include,Global,473504625.903218,487919674.240222,460213135.719539,5.51133,5.51
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,15,50-54 years,513,Coal workers pneumoconiosis,1,Number,2021,4173.85817625882,7663.15302953211,2953.77057478592,I_include,Global,444922982.841121,458714304.258768,432300957.286386,4.91312,4.91
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,16,55-59 years,513,Coal workers pneumoconiosis,1,Number,2021,4584.3676224198,6882.81205618797,3455.70332146947,I_include,Global,395728004,407669300.348216,384764582.368839,4.34586,4.35
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,17,60-64 years,513,Coal workers pneumoconiosis,1,Number,2021,5918.70440816184,8323.80335105114,4696.70103212494,I_include,Global,320047853.312832,329387624.27068,311524379.587396,3.68223,3.68
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,18,65-69 years,513,Coal workers pneumoconiosis,1,Number,2021,7658.4310782163,11338.3720725397,6045.44217150866,I_include,Global,275842158.522357,284217678.194795,268116931.088218,2.98509,2.99
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,19,70-74 years,513,Coal workers pneumoconiosis,1,Number,2021,8637.4555138153,12148.7937450819,6599.20103063182,I_include,Global,205839220.385999,211972020.164289,200406728.542811,2.26526,2.27
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,20,75-79 years,513,Coal workers pneumoconiosis,1,Number,2021,8391.70211843837,11015.0964578636,6684.11769642763,I_include,Global,131884404.580217,135613447.4,128518633.372437,1.59758,1.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,30,80-84 years,513,Coal workers pneumoconiosis,1,Number,2021,6334.71927811677,8441.44067715176,5120.65785032925,I_include,Global,87583056.918491,89948887.7796038,85481848.25,1.09729,1.1
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,31,85-89 years,513,Coal workers pneumoconiosis,1,Number,2021,3695.78997696803,5012.64980832291,2998.89534906106,I_include,Global,45721791.0517717,46852862.726504,44709230.7009568,0.604519,0.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,32,90-94 years,513,Coal workers pneumoconiosis,1,Number,2021,1160.08072253387,1463.84005543311,952.003303824024,I_include,Global,17889373.591415,18289317.0157285,17518670.986049,0.246663,0.25
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,235,95+ years,513,Coal workers pneumoconiosis,1,Number,2021,277.269283290543,323.840895085048,219.393623724589,I_include,Global,5450308.67493343,5569992.58267677,5337366.13587716,0.0785092,0.08
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,10,25-29 years,514,Other pneumoconiosis,1,Number,2021,1226.69974090263,1737.61696857776,897.896887311898,I_include,Global,588343218.626762,607422118.669863,570487097.318648,7.59144,7.59
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,11,30-34 years,514,Other pneumoconiosis,1,Number,2021,2068.53690494419,2891.28490917146,1585.17386651821,I_include,Global,604480174.775885,623603836.164416,586195014.793618,7.32171,7.32
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,12,35-39 years,514,Other pneumoconiosis,1,Number,2021,2732.62073855321,3581.4675036069,2108.09258106656,I_include,Global,560866105.914554,578297964.608428,544251815.345755,6.82805,6.83
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,13,40-44 years,514,Other pneumoconiosis,1,Number,2021,3013.43523089575,4386.94430422386,2302.38582089363,I_include,Global,500250795.605694,515432478.206861,485928430.82182,6.14735,6.15
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,14,45-49 years,514,Other pneumoconiosis,1,Number,2021,3864.51350272612,5901.52509340399,2827.06610610666,I_include,Global,473504625.903218,487919674.240222,460213135.719539,5.51133,5.51
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,15,50-54 years,514,Other pneumoconiosis,1,Number,2021,5461.81362854865,8528.31581704763,4119.58515692571,I_include,Global,444922982.841121,458714304.258768,432300957.286386,4.91312,4.91
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,16,55-59 years,514,Other pneumoconiosis,1,Number,2021,6219.21317773335,9238.8815186927,4629.76283763401,I_include,Global,395728004,407669300.348216,384764582.368839,4.34586,4.35
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,17,60-64 years,514,Other pneumoconiosis,1,Number,2021,6823.5677672043,9211.7234983913,5202.21223170077,I_include,Global,320047853.312832,329387624.27068,311524379.587396,3.68223,3.68
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,18,65-69 years,514,Other pneumoconiosis,1,Number,2021,7015.07545267894,9578.7921445115,5515.04626923033,I_include,Global,275842158.522357,284217678.194795,268116931.088218,2.98509,2.99
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,19,70-74 years,514,Other pneumoconiosis,1,Number,2021,7120.38150958458,9659.47887211487,5555.33187699681,I_include,Global,205839220.385999,211972020.164289,200406728.542811,2.26526,2.27
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,20,75-79 years,514,Other pneumoconiosis,1,Number,2021,5404.51114754376,7155.46130409994,4237.18062298963,I_include,Global,131884404.580217,135613447.4,128518633.372437,1.59758,1.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,30,80-84 years,514,Other pneumoconiosis,1,Number,2021,3868.2034807537,4986.10475991194,3124.42190005393,I_include,Global,87583056.918491,89948887.7796038,85481848.25,1.09729,1.1
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,31,85-89 years,514,Other pneumoconiosis,1,Number,2021,2262.2632618269,2840.81305395765,1843.39597556247,I_include,Global,45721791.0517717,46852862.726504,44709230.7009568,0.604519,0.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,32,90-94 years,514,Other pneumoconiosis,1,Number,2021,978.018983119761,1174.09504664307,798.472021104871,I_include,Global,17889373.591415,18289317.0157285,17518670.986049,0.246663,0.25
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,235,95+ years,514,Other pneumoconiosis,1,Number,2021,316.419150487999,385.13211623734,240.34061971998,I_include,Global,5450308.67493343,5569992.58267677,5337366.13587716,0.0785092,0.08
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,10,25-29 years,515,Asthma,1,Number,2021,754533.544146372,1002213.96985103,555956.43820887,I_include,Global,588343218.626762,607422118.669863,570487097.318648,7.59144,7.59
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,11,30-34 years,515,Asthma,1,Number,2021,846787.853250117,1118291.02389087,639260.789664774,I_include,Global,604480174.775885,623603836.164416,586195014.793618,7.32171,7.32
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,12,35-39 years,515,Asthma,1,Number,2021,943267.439045133,1213803.7720281,737950.997231923,I_include,Global,560866105.914554,578297964.608428,544251815.345755,6.82805,6.83
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,13,40-44 years,515,Asthma,1,Number,2021,1035624.88714725,1286254.67635209,825490.795043844,I_include,Global,500250795.605694,515432478.206861,485928430.82182,6.14735,6.15
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,14,45-49 years,515,Asthma,1,Number,2021,1173771.99703448,1466678.66365776,963368.156828361,I_include,Global,473504625.903218,487919674.240222,460213135.719539,5.51133,5.51
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,15,50-54 years,515,Asthma,1,Number,2021,1302806.61811589,1618938.34846624,1064204.71379362,I_include,Global,444922982.841121,458714304.258768,432300957.286386,4.91312,4.91
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,16,55-59 years,515,Asthma,1,Number,2021,1582308.73141429,2007504.91371914,1280223.79205701,I_include,Global,395728004,407669300.348216,384764582.368839,4.34586,4.35
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,17,60-64 years,515,Asthma,1,Number,2021,1638101.03337745,2094919.54037433,1309905.14965661,I_include,Global,320047853.312832,329387624.27068,311524379.587396,3.68223,3.68
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,18,65-69 years,515,Asthma,1,Number,2021,1659127.76180091,2095733.63481643,1332095.17703907,I_include,Global,275842158.522357,284217678.194795,268116931.088218,2.98509,2.99
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,19,70-74 years,515,Asthma,1,Number,2021,1535954.41923454,2001721.08024668,1237865.59387692,I_include,Global,205839220.385999,211972020.164289,200406728.542811,2.26526,2.27
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,20,75-79 years,515,Asthma,1,Number,2021,1140038.47380693,1438628.0392067,913884.776295976,I_include,Global,131884404.580217,135613447.4,128518633.372437,1.59758,1.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,30,80-84 years,515,Asthma,1,Number,2021,842259.816373615,1056159.30255848,681275.643010523,I_include,Global,87583056.918491,89948887.7796038,85481848.25,1.09729,1.1
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,31,85-89 years,515,Asthma,1,Number,2021,442100.677335086,545174.620847788,361871.063166915,I_include,Global,45721791.0517717,46852862.726504,44709230.7009568,0.604519,0.6
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,32,90-94 years,515,Asthma,1,Number,2021,182149.318696263,222075.183551943,149196.932352886,I_include,Global,17889373.591415,18289317.0157285,17518670.986049,0.246663,0.25
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,235,95+ years,515,Asthma,1,Number,2021,60812.3111258952,78141.2059629953,48272.0454772482,I_include,Global,5450308.67493343,5569992.58267677,5337366.13587716,0.0785092,0.08
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,10,25-29 years,516,Interstitial lung disease and pulmonary sarcoidosis,1,Number,2021,41574.760363393,49214.9168081235,34413.1112209001,I_include,Global,588343218.626762,607422118.669863,570487097.318648,7.59144,7.59
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,11,30-34 years,516,Interstitial lung disease and pulmonary sarcoidosis,1,Number,2021,62193.449599559,74477.7194151988,48212.1572004989,I_include,Global,604480174.775885,623603836.164416,586195014.793618,7.32171,7.32
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,12,35-39 years,516,Interstitial lung disease and pulmonary sarcoidosis,1,Number,2021,86301.4896864003,102999.736970017,70633.0275193552,I_include,Global,560866105.914554,578297964.608428,544251815.345755,6.82805,6.83
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,13,40-44 years,516,Interstitial lung disease and pulmonary sarcoidosis,1,Number,2021,114509.014381552,137452.232560665,92099.6191987406,I_include,Global,500250795.605694,515432478.206861,485928430.82182,6.14735,6.15
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,14,45-49 years,516,Interstitial lung disease and pulmonary sarcoidosis,1,Number,2021,160193.505291179,193353.847055338,129614.293426838,I_include,Global,473504625.903218,487919674.240222,460213135.719539,5.51133,5.51
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,15,50-54 years,516,Interstitial lung disease and pulmonary sarcoidosis,1,Number,2021,221371.973632138,267162.998204807,177304.604540393,I_include,Global,444922982.841121,458714304.258768,432300957.286386,4.91312,4.91
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,16,55-59 years,516,Interstitial lung disease and pulmonary sarcoidosis,1,Number,2021,330651.59998197,388739.686451901,266121.540557132,I_include,Global,395728004,407669300.348216,384764582.368839,4.34586,4.35
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,17,60-64 years,516,Interstitial lung disease and pulmonary sarcoidosis,1,Number,2021,419878.383123762,501939.701459535,344893.882659997,I_include,Global,320047853.312832,329387624.27068,311524379.587396,3.68223,3.68
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,18,65-69 years,516,Interstitial lung disease and pulmonary sarcoidosis,1,Number,2021,522370.0359,604072.93232819,434191.571790667,I_include,Global,275842158.522357,284217678.194795,268116931.088218,2.98509,2.99
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,19,70-74 years,516,Interstitial lung disease and pulmonary sarcoidosis,1,Number,2021,610775.303060551,715439.21830782,514813.624615597,I_include,Global,205839220.385999,211972020.164289,200406728.542811,2.26526,2.27
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,20,75-79 years,516,Interstitial lung disease and pulmonary sarcoidosis,1,Number,2021,538844.876949972,607654.967591897,470898.59127984,I_include,Global,131884404.580217,135613447.4,128518633.372437,1.59758,1.6
